motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
MA1580.1	AC0159	MA1580.1	ZBTB32	['C2H2 zinc finger factors']	Unknown	23794217
MA1581.2	AC0105	MA1581.2	ZBTB6	['C2H2 zinc finger factors']	Unknown	16381825
MA1583.2	AC0068	MA1583.2	ZFP57	['C2H2 zinc finger factors']	Unknown	30602440
MA1584.2	AC0085	MA1584.2	ZIC5	['C2H2 zinc finger factors']	Unknown	23354101
MA1585.2	AC0167	MA1585.2	ZKSCAN1	['C2H2 zinc finger factors']	Unknown	28092692
MA1587.1	AC0080	MA1587.1	ZNF135	['C2H2 zinc finger factors']	Unknown	28092692
MA1588.1	AC0168	MA1588.1	ZNF136	['C2H2 zinc finger factors']	Unknown	27852650
MA1589.2	AC0094	MA1589.2	ZNF140	['C2H2 zinc finger factors']	Unknown	28473536
MA1592.2	AC0165	MA1592.2	ZNF274	['C2H2 zinc finger factors']	Unknown	21170338
MA1593.2	AC0049	MA1593.2	ZNF317	['C2H2 zinc finger factors']	Unknown	28273063
MA1594.1	AC0093	MA1594.1	ZNF382	['C2H2 zinc finger factors']	Unknown	27852650
MA1596.1	AC0080	MA1596.1	ZNF460	['C2H2 zinc finger factors']	Unknown	28473536
MA1597.1	AC0036	MA1597.1	ZNF528	['C2H2 zinc finger factors']	Unknown	25690854
MA1599.2	AC0097	MA1599.2	ZNF682	['C2H2 zinc finger factors']	Unknown	28092692
MA1600.2	AC0126	MA1600.2	ZNF684	['C2H2 zinc finger factors']	Unknown	25690854
MA1601.2	AC0095	MA1601.2	ZNF75D	['C2H2 zinc finger factors']	Unknown	28473536
MA1602.2	AC0135	MA1602.2	ZSCAN29	['C2H2 zinc finger factors']	Unknown	28473536
MA1630.3	AC0102	MA1630.3	ZNF281	['C2H2 zinc finger factors']	Unknown	19443739
MA1631.2	AC0046	MA1631.2	ASCL1	['Basic helix-loop-helix factors (bHLH)']	Unknown	31086315
MA1632.2	AC0070	MA1632.2	ATF2	['Basic leucine zipper factors (bZIP)']	Unknown	20581861
MA1633.2	AC0067	MA1633.2	BACH1	['Basic leucine zipper factors (bZIP)']	Unknown	8887638
MA1634.2	AC0067	MA1634.2	BATF	['Basic leucine zipper factors (bZIP)']	Unknown	29588546
MA1635.2	AC0048	MA1635.2	BHLHE22	['Basic helix-loop-helix factors (bHLH)']	Unknown	22284184
MA1636.2	AC0069	MA1636.2	CEBPG	['Basic leucine zipper factors (bZIP)']	Unknown	21543584
MA1637.2	AC0107	MA1637.2	EBF3	['Rel homology region (RHR) factors']	Unknown	20592035
MA1638.2	AC0048	MA1638.2	HAND2	['Basic helix-loop-helix factors (bHLH)']	Unknown	11812799
MA1639.2	AC0025	MA1639.2	MEIS1	['Homeo domain factors']	Unknown	23602564
MA1640.2	AC0025	MA1640.2	MEIS2	['Homeo domain factors']	Unknown	23602564
MA1641.2	AC0048	MA1641.2	MYF5	['Basic helix-loop-helix factors (bHLH)']	Unknown	26906734
MA1642.2	AC0048	MA1642.2	NEUROG2	['Basic helix-loop-helix factors (bHLH)']	Unknown	19389376
MA1643.2	AC0122	MA1643.2	NFIB	['SMAD/NF-1 DNA-binding domain factors']	Unknown	23332764
MA1644.2	AC0019	MA1644.2	NFYC	['Heteromeric CCAAT-binding factors']	Unknown	11895773
MA1645.2	AC0170	MA1645.2	NKX2-2	['Homeo domain factors']	Unknown	18585359
MA1646.2	AC0030	MA1646.2	OSR2	['C2H2 zinc finger factors']	Unknown	28473536
MA1648.2	AC0046	MA1648.2	TCF12	['Basic helix-loop-helix factors (bHLH)']	Unknown	8163514
MA1649.2	AC0123	MA1649.2	ZBTB12	['C2H2 zinc finger factors']	Unknown	19443739
MA1650.2	AC0101	MA1650.2	ZBTB14	['C2H2 zinc finger factors']	Unknown	19443739
MA1651.2	AC0130	MA1651.2	ZFP42	['C2H2 zinc finger factors']	Unknown	28473536
MA1652.2	AC0035	MA1652.2	ZKSCAN5	['C2H2 zinc finger factors']	Unknown	23354101
MA1653.2	AC0102	MA1653.2	ZNF148	['C2H2 zinc finger factors']	Unknown	15635072
MA1654.2	AC0131	MA1654.2	ZNF16	['C2H2 zinc finger factors']	Unknown	27852650
MA1655.2	AC0119	MA1655.2	ZNF341	['C2H2 zinc finger factors']	Unknown	29907691
MA1656.2	AC0104	MA1656.2	ZNF449	['C2H2 zinc finger factors']	Unknown	28473536
MA1657.2	AC0041	MA1657.2	ZNF652	['C2H2 zinc finger factors']	Unknown	23332764
MA1683.2	AC0001	MA1683.2	FOXA3	['Fork head/winged helix factors']	Unknown	19919681
MA1707.2	AC0118	MA1707.2	DMRTA1	['DM-type intertwined zinc finger factors']	Unknown	17605809
MA1708.2	AC0034	MA1708.2	ETV7	['Tryptophan cluster factors']	Unknown	20517297
MA1709.2	AC0075	MA1709.2	ZIM3	['C2H2 zinc finger factors']	Unknown	27852650
MA1710.2	AC0078	MA1710.2	ZNF257	['C2H2 zinc finger factors']	Unknown	27852650
MA1711.2	AC0037	MA1711.2	ZNF343	['C2H2 zinc finger factors']	Unknown	28273063
MA1712.2	AC0105	MA1712.2	ZNF454	['C2H2 zinc finger factors']	Unknown	27852650
MA1713.2	AC0103	MA1713.2	ZNF610	['C2H2 zinc finger factors']	Unknown	28273063
MA1714.2	AC0092	MA1714.2	ZNF675	['C2H2 zinc finger factors']	Unknown	31427604
MA1715.1	AC0038	MA1715.1	ZNF707	['C2H2 zinc finger factors']	Unknown	22955616
MA1716.2	AC0157	MA1716.2	ZNF76	['C2H2 zinc finger factors']	Unknown	28473536
MA1717.2	AC0147	MA1717.2	ZNF784	['C2H2 zinc finger factors']	Unknown	27852650
MA1718.1	AC0154	MA1718.1	ZNF8	['C2H2 zinc finger factors']	Unknown	28273063
MA1719.2	AC0056	MA1719.2	ZNF816	['C2H2 zinc finger factors']	Unknown	28273063
MA1720.2	AC0029	MA1720.2	ZNF85	['C2H2 zinc finger factors']	Unknown	28273063
MA1721.2	AC0113	MA1721.2	ZNF93	['C2H2 zinc finger factors']	Unknown	25274305
MA1722.2	AC0149	MA1722.2	ZSCAN31	['C2H2 zinc finger factors']	Unknown	27852650
MA1723.2	AC0091	MA1723.2	PRDM9	['C2H2 zinc finger factors']	Unknown	29072575
MA1725.2	AC0119	MA1725.2	ZNF189	['C2H2 zinc finger factors']	Unknown	27852650
MA1726.2	AC0116	MA1726.2	ZNF331	['C2H2 zinc finger factors']	Unknown	27852650
MA1727.2	AC0136	MA1727.2	ZNF417	['C2H2 zinc finger factors']	Unknown	32923624
MA1728.2	AC0114	MA1728.2	ZNF549	['C2H2 zinc finger factors']	Unknown	27852650
MA1729.2	AC0076	MA1729.2	ZNF680	['C2H2 zinc finger factors']	Unknown	27852650
MA1730.2	AC0148	MA1730.2	ZNF708	['C2H2 zinc finger factors']	Unknown	28273063
MA1731.2	AC0160	MA1731.2	ZNF768	['C2H2 zinc finger factors']	Unknown	30476274
MA1928.2	AC0067	MA1928.2	BNC2	['C2H2 zinc finger factors']	Unknown	30487138
MA1929.2	AC0090	MA1929.2	CTCF	['C2H2 zinc finger factors']	Unknown	34326481
MA1930.2	AC0090	MA1930.2	CTCF	['C2H2 zinc finger factors']	Unknown	34326481
MA1931.1	AC0035	MA1931.1	ELK1::HOXA1	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1932.2	AC0035	MA1932.2	ELK1::HOXB13	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1933.2	AC0032	MA1933.2	ELK1::SREBF2	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	23050235
MA1934.2	AC0046	MA1934.2	ERF::FIGLA	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	31913281
MA1935.2	AC0033	MA1935.2	ERF::FOXI1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	31913281
MA1936.2	AC0075	MA1936.2	ERF::FOXO1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	31913281
MA1937.2	AC0035	MA1937.2	ERF::HOXB13	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1938.2	AC0047	MA1938.2	ERF::NHLH1	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	9488464
MA1939.2	AC0032	MA1939.2	ERF::SREBF2	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	23050235
MA1940.2	AC0035	MA1940.2	ETV2::DRGX	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1941.2	AC0046	MA1941.2	ETV2::FIGLA	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	31913281
MA1942.2	AC0033	MA1942.2	ETV2::FOXI1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	19070576
MA1943.2	AC0034	MA1943.2	ETV2::HOXB13	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1944.2	AC0035	MA1944.2	ETV5::DRGX	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1945.2	AC0046	MA1945.2	ETV5::FIGLA	['Tryptophan cluster factors', 'Basic helix-loop-helix factors (bHLH)']	Unknown	24218641
MA1946.2	AC0075	MA1946.2	ETV5::FOXI1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	31913281
MA1947.2	AC0075	MA1947.2	ETV5::FOXO1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	31913281
MA1948.2	AC0035	MA1948.2	ETV5::HOXA2	['Tryptophan cluster factors', 'Homeo domain factors']	Unknown	24218641
MA1949.2	AC0035	MA1949.2	FLI1::DRGX	['Homeo domain factors', 'Tryptophan cluster factors']	Unknown	24218641
MA1950.2	AC0075	MA1950.2	FLI1::FOXI1	['Tryptophan cluster factors', 'Fork head/winged helix factors']	Unknown	31913281
MA1951.2	AC0070	MA1951.2	FOS	['Basic leucine zipper factors (bZIP)']	Unknown	2511004
MA1952.2	AC0033	MA1952.2	FOXJ2::ELF1	['Fork head/winged helix factors', 'Tryptophan cluster factors']	Unknown	31913281
MA1953.2	AC0075	MA1953.2	FOXO1::ELF1	['Fork head/winged helix factors', 'Tryptophan cluster factors']	Unknown	31913281
MA1954.2	AC0075	MA1954.2	FOXO1::ELK1	['Fork head/winged helix factors', 'Tryptophan cluster factors']	Unknown	31913281
MA1955.2	AC0075	MA1955.2	FOXO1::ELK3	['Fork head/winged helix factors', 'Tryptophan cluster factors']	Unknown	31913281
MA1956.2	AC0075	MA1956.2	FOXO1::FLI1	['Fork head/winged helix factors', 'Tryptophan cluster factors']	Unknown	31913281
MA1957.1	AC0035	MA1957.1	HOXB2::ELK1	['Homeo domain factors', 'Tryptophan cluster factors']	Unknown	24218641
MA1958.2	AC0035	MA1958.2	HOXD12::ELK1	['Homeo domain factors', 'Tryptophan cluster factors']	Unknown	24218641
MA1959.2	AC0100	MA1959.2	KLF7	['C2H2 zinc finger factors']	Unknown	28916725
MA1960.2	AC0040	MA1960.2	MGA::EVX1	['T-Box factors', 'Homeo domain factors']	Unknown	24218641
MA1961.2	AC0102	MA1961.2	PATZ1	['C2H2 zinc finger factors']	Unknown	24380431
MA1962.1	AC0013	MA1962.1	POU2F1::SOX2	['Homeo domain factors', 'High-mobility group (HMG) domain factors']	Unknown	29335749
MA1963.2	AC0015	MA1963.2	SATB1	['Homeo domain factors']	Unknown	18187506
MA1964.2	AC0161	MA1964.2	SMAD2	['SMAD/NF-1 DNA-binding domain factors']	Unknown	21828274
MA1965.2	AC0102	MA1965.2	SP5	['C2H2 zinc finger factors']	Unknown	29044119
MA1966.2	AC0046	MA1966.2	TFAP4::ETV1	['Basic helix-loop-helix factors (bHLH)', 'Tryptophan cluster factors']	Unknown	24218641
MA1967.2	AC0046	MA1967.2	TFAP4::FLI1	['Basic helix-loop-helix factors (bHLH)', 'Tryptophan cluster factors']	Unknown	24218641
MA1968.2	AC0073	MA1968.2	TFCP2	['Grainyhead domain factors']	Unknown	9668115
MA1969.2	AC0055	MA1969.2	THRA	['Nuclear receptors with C4 zinc fingers']	Unknown	23332764
MA1970.2	AC0027	MA1970.2	TRPS1	['Other C4 zinc finger-type factors']	Unknown	29895970
MA1971.2	AC0111	MA1971.2	ZBED2	['C2H2 zinc finger factors']	Unknown	32385160
MA1972.1	AC0082	MA1972.1	ZFP14	['C2H2 zinc finger factors']	Unknown	28092692
MA1973.2	AC0109	MA1973.2	ZKSCAN3	['C2H2 zinc finger factors']	Unknown	23332764
MA1974.2	AC0154	MA1974.2	ZNF211	['C2H2 zinc finger factors']	Unknown	29146583
MA1975.2	AC0021	MA1975.2	ZNF214	['C2H2 zinc finger factors']	Unknown	28273063
MA1976.2	AC0091	MA1976.2	ZNF320	['C2H2 zinc finger factors']	Unknown	28273063
MA1977.2	AC0132	MA1977.2	ZNF324	['C2H2 zinc finger factors']	Unknown	28273063
MA1978.2	AC0004	MA1978.2	ZNF354A	['C2H2 zinc finger factors']	Unknown	27852650
MA1979.2	AC0110	MA1979.2	ZNF416	['C2H2 zinc finger factors']	Unknown	25690854
MA1980.1	AC0083	MA1980.1	ZNF418	['C2H2 zinc finger factors']	Unknown	28273063
MA1981.2	AC0087	MA1981.2	ZNF530	['C2H2 zinc finger factors']	Unknown	11967234
MA1982.2	AC0079	MA1982.2	ZNF574	['C2H2 zinc finger factors']	Unknown	22955616
MA1983.2	AC0150	MA1983.2	ZNF582	['C2H2 zinc finger factors']	Unknown	31162603
MA1984.2	AC0066	MA1984.2	ZNF667	['C2H2 zinc finger factors']	Unknown	27852650
MA1985.1	AC0059	MA1985.1	ZNF669	['C2H2 zinc finger factors']	Unknown	27852650
MA1986.2	AC0152	MA1986.2	ZNF692	['C2H2 zinc finger factors']	Unknown	25690854
MA1987.2	AC0088	MA1987.2	ZNF701	['C2H2 zinc finger factors']	Unknown	22955616
MA2003.2	AC0169	MA2003.2	NKX2-4	['Homeo domain factors']	Unknown	18585359
MA2093.1	AC0015	MA2093.1	HOXB1	['Homeo domain factors']	Unknown	9774637
MA2094.1	AC0171	MA2094.1	PAX8	['Paired box factors']	Unknown	22531031
MA2096.1	AC0099	MA2096.1	ZNF524	['C2H2 zinc finger factors']	Unknown	27852650
MA2097.1	AC0095	MA2097.1	ZNF75A	['C2H2 zinc finger factors']	Unknown	29638227
MA2098.1	AC0002	MA2098.1	ZNF766	['C2H2 zinc finger factors']	Unknown	22955616
MA2099.1	AC0081	MA2099.1	ZNF770	['C2H2 zinc finger factors']	Unknown	22955616
MA2100.1	AC0162	MA2100.1	ZSCAN16	['C2H2 zinc finger factors']	Unknown	22955616
MA2101.1	AC0120	MA2101.1	ZNF677	['C2H2 zinc finger factors']	Unknown	27852650
MA2102.1	AC0024	MA2102.1	ZBTB17	['C2H2 zinc finger factors']	Unknown	24983942
MA2117.1	AC0001	MA2117.1	FOXP4	['Fork head/winged helix factors']	Unknown	14701752
MA2118.1	AC0001	MA2118.1	FOXS1	['Fork head/winged helix factors']	Unknown	27965437
MA2119.1	AC0015	MA2119.1	HOXA3	['Homeo domain factors']	Unknown	20079828
MA2120.1	AC0153	MA2120.1	ZNF184	['C2H2 zinc finger factors']	Unknown	27852650
MA2121.1	AC0108	MA2121.1	ZNF213	['C2H2 zinc finger factors']	Unknown	27852650
MA2324.1	AC0062	MA2324.1	BCL11A	['C2H2 zinc finger factors']	Unknown	29606353
MA2325.1	AC0042	MA2325.1	EPAS1	['Basic helix-loop-helix factors (bHLH)']	Unknown	15039136
MA2326.1	AC0033	MA2326.1	IKZF2	['C2H2 zinc finger factors']	Unknown	10978333
MA2327.1	AC0141	MA2327.1	PGR	['Nuclear receptors with C4 zinc fingers']	Unknown	25779349
MA2328.1	AC0103	MA2328.1	ZBED4	['C2H2 zinc finger factors']	Unknown	22693546
MA2329.1	AC0034	MA2329.1	ZBTB11	['C2H2 zinc finger factors']	Unknown	35294876
MA2330.1	AC0098	MA2330.1	ZBTB24	['C2H2 zinc finger factors']	Unknown	31226215
MA2331.1	AC0146	MA2331.1	ZNF157	['C2H2 zinc finger factors']	Unknown	28273063
MA2332.1	AC0033	MA2332.1	ZNF175	['C2H2 zinc finger factors']	Unknown	27852650
MA2333.1	AC0018	MA2333.1	ZNF35	['C2H2 zinc finger factors']	Unknown	8477855
MA2334.1	AC0014	MA2334.1	ZNF547	['C2H2 zinc finger factors']	Unknown	28273063
MA2335.1	AC0005	MA2335.1	ZNF558	['C2H2 zinc finger factors']	Unknown	28273063
MA2336.1	AC0117	MA2336.1	ZSCAN21	['C2H2 zinc finger factors']	Unknown	34351703
MA2341.1	AC0108	MA2341.1	FEZF2	['C2H2 zinc finger factors']	Unknown	19879846
